Date,Description,Type,State,City,IsOptional
09/19/2025 00:00:00,Feriado Municipal,City,AL,cacimbinhas,False
10/15/2025 00:00:00,Dia do Professor,City,AL,cacimbinhas,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,cacimbinhas,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,cacimbinhas,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,cacimbinhas,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,cajueiro,False
06/24/2025 00:00:00,Dia de São João,City,AL,cajueiro,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,cajueiro,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,cajueiro,False
10/15/2025 00:00:00,Dia do Professor,City,AL,cajueiro,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,cajueiro,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,cajueiro,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,cajueiro,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,campestre,False
06/24/2025 00:00:00,Dia de São João,City,AL,campestre,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,campestre,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,campestre,False
10/15/2025 00:00:00,Dia do Professor,City,AL,campestre,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,campestre,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,campestre,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,campestre,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,campo alegre,False
06/08/2025 00:00:00,Feriado Municipal,City,AL,campo alegre,False
06/24/2025 00:00:00,Dia de São João,City,AL,campo alegre,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,campo alegre,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,campo alegre,False
10/15/2025 00:00:00,Dia do Professor,City,AL,campo alegre,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,campo alegre,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,campo alegre,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,campo alegre,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,campo grande,False
05/31/2025 00:00:00,Feriado Municipal,City,AL,campo grande,False
06/01/2025 00:00:00,Feriado Municipal,City,AL,campo grande,False
06/24/2025 00:00:00,Dia de São João,City,AL,campo grande,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,campo grande,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,campo grande,False
10/15/2025 00:00:00,Dia do Professor,City,AL,campo grande,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,campo grande,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,campo grande,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,campo grande,False
12/13/2025 00:00:00,Feriado Municipal,City,AL,campo grande,False
03/19/2025 00:00:00,São José,City,AL,canapi,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,canapi,False
06/24/2025 00:00:00,Dia de São João,City,AL,canapi,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,canapi,False
08/22/2025 00:00:00,Feriado Municipal,City,AL,canapi,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,canapi,False
10/15/2025 00:00:00,Dia do Professor,City,AL,canapi,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,canapi,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,canapi,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,canapi,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,capela,False
06/24/2025 00:00:00,Dia de São João,City,AL,capela,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,capela,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,capela,False
10/15/2025 00:00:00,Dia do Professor,City,AL,capela,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,capela,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,capela,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,capela,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,carneiros,False
06/24/2025 00:00:00,Dia de São João,City,AL,carneiros,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,carneiros,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,carneiros,False
10/15/2025 00:00:00,Dia do Professor,City,AL,carneiros,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,carneiros,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,carneiros,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,carneiros,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,cha preta,False
06/24/2025 00:00:00,Dia de São João,City,AL,cha preta,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,cha preta,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,cha preta,False
10/15/2025 00:00:00,Dia do Professor,City,AL,cha preta,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,cha preta,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,cha preta,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,cha preta,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,coite do noia,False
06/24/2025 00:00:00,Dia de São João,City,AL,coite do noia,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,coite do noia,False
08/15/2025 00:00:00,"Dia de São Benedito, Padroeiro do município",City,AL,coite do noia,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,coite do noia,False
09/21/2025 00:00:00,Emancipação política do município,City,AL,coite do noia,False
10/15/2025 00:00:00,Dia do Professor,City,AL,coite do noia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,coite do noia,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,coite do noia,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,coite do noia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,colonia leopoldina,False
06/24/2025 00:00:00,Dia de São João,City,AL,colonia leopoldina,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,colonia leopoldina,False
07/16/2025 00:00:00,Feriado Municipal,City,AL,colonia leopoldina,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,colonia leopoldina,False
10/15/2025 00:00:00,Dia do Professor,City,AL,colonia leopoldina,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,colonia leopoldina,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,colonia leopoldina,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,colonia leopoldina,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,coqueiro seco,False
06/24/2025 00:00:00,Dia de São João,City,AL,coqueiro seco,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,coqueiro seco,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,coqueiro seco,False
10/15/2025 00:00:00,Dia do Professor,City,AL,coqueiro seco,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,coqueiro seco,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,coqueiro seco,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,coqueiro seco,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,coruripe,False
05/16/2025 00:00:00,Feriado Municipal,City,AL,coruripe,False
06/24/2025 00:00:00,Dia de São João,City,AL,coruripe,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,coruripe,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,coruripe,False
10/15/2025 00:00:00,Dia do Professor,City,AL,coruripe,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,coruripe,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,coruripe,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,coruripe,False
12/08/2025 00:00:00,Feriado Municipal,City,AL,coruripe,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,craibas,False
04/23/2025 00:00:00,Feriado Municipal,City,AL,craibas,False
06/24/2025 00:00:00,Dia de São João,City,AL,craibas,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,craibas,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,craibas,False
10/15/2025 00:00:00,Dia do Professor,City,AL,craibas,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,craibas,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,craibas,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,craibas,False
12/08/2025 00:00:00,Feriado Municipal,City,AL,craibas,False
02/14/2025 00:00:00,Feriado Municipal,City,AL,delmiro gouveia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,delmiro gouveia,False
06/24/2025 00:00:00,Dia de São João,City,AL,delmiro gouveia,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,delmiro gouveia,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,delmiro gouveia,False
10/15/2025 00:00:00,Dia do Professor,City,AL,delmiro gouveia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,delmiro gouveia,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,delmiro gouveia,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,delmiro gouveia,False
01/20/2025 00:00:00,Feriado Municipal,City,AL,dois riachos,False
02/02/2025 00:00:00,Feriado Municipal,City,AL,dois riachos,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,dois riachos,False
06/24/2025 00:00:00,Dia de São João,City,AL,dois riachos,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,dois riachos,False
07/08/2025 00:00:00,Feriado Municipal,City,AL,dois riachos,False
07/20/2025 00:00:00,Feriado Municipal,City,AL,dois riachos,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,dois riachos,False
10/15/2025 00:00:00,Dia do Professor,City,AL,dois riachos,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,dois riachos,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,dois riachos,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,dois riachos,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,estrela de alagoas,False
06/24/2025 00:00:00,Dia de São João,City,AL,estrela de alagoas,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,estrela de alagoas,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,estrela de alagoas,False
10/15/2025 00:00:00,Dia do Professor,City,AL,estrela de alagoas,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,estrela de alagoas,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,estrela de alagoas,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,estrela de alagoas,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,feira grande,False
04/25/2025 00:00:00,Feriado Municipal,City,AL,feira grande,False
06/24/2025 00:00:00,Dia de São João,City,AL,feira grande,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,feira grande,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,feira grande,False
10/15/2025 00:00:00,Dia do Professor,City,AL,feira grande,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,feira grande,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,feira grande,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,feira grande,False
12/08/2025 00:00:00,Feriado Municipal,City,AL,feira grande,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,feliz deserto,False
06/24/2025 00:00:00,Dia de São João,City,AL,feliz deserto,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,feliz deserto,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,feliz deserto,False
10/15/2025 00:00:00,Dia do Professor,City,AL,feliz deserto,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,feliz deserto,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,feliz deserto,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,feliz deserto,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,flexeiras,False
06/24/2025 00:00:00,Dia de São João,City,AL,flexeiras,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,flexeiras,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,flexeiras,False
10/15/2025 00:00:00,Dia do Professor,City,AL,flexeiras,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,flexeiras,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,flexeiras,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,flexeiras,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,girau do ponciano,False
06/24/2025 00:00:00,Dia de São João,City,AL,girau do ponciano,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,girau do ponciano,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,girau do ponciano,False
10/15/2025 00:00:00,Dia do Professor,City,AL,girau do ponciano,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,girau do ponciano,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,girau do ponciano,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,girau do ponciano,False
12/08/2025 00:00:00,Feriado Municipal,City,AL,girau do ponciano,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,ibateguara,False
06/24/2025 00:00:00,Dia de São João,City,AL,ibateguara,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,ibateguara,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,ibateguara,False
10/15/2025 00:00:00,Dia do Professor,City,AL,ibateguara,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,ibateguara,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,ibateguara,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,ibateguara,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,igaci,False
06/24/2025 00:00:00,Dia de São João,City,AL,igaci,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,igaci,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,igaci,False
10/15/2025 00:00:00,Dia do Professor,City,AL,igaci,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,igaci,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,igaci,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,igaci,False
12/27/2025 00:00:00,Feriado Municipal,City,AL,igaci,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,igreja nova,False
05/16/2025 00:00:00,Emancipação Política,City,AL,igreja nova,False
06/24/2025 00:00:00,Dia de São João,City,AL,igreja nova,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,igreja nova,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,igreja nova,False
10/15/2025 00:00:00,Dia do Professor,City,AL,igreja nova,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,igreja nova,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,igreja nova,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,igreja nova,False
12/08/2025 00:00:00,Ponto Facultativo,City,AL,igreja nova,True
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,inhapi,False
06/24/2025 00:00:00,Dia de São João,City,AL,inhapi,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,inhapi,False
08/22/2025 00:00:00,Aniversário do Município,City,AL,inhapi,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,inhapi,False
10/07/2025 00:00:00,N. Sra. do Rosário,City,AL,inhapi,False
10/15/2025 00:00:00,Dia do Professor,City,AL,inhapi,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,inhapi,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,inhapi,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,inhapi,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,jacare dos homens,False
06/24/2025 00:00:00,Dia de São João,City,AL,jacare dos homens,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,jacare dos homens,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,jacare dos homens,False
10/15/2025 00:00:00,Dia do Professor,City,AL,jacare dos homens,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,jacare dos homens,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,jacare dos homens,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,jacare dos homens,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,jacuipe,False
06/24/2025 00:00:00,Dia de São João,City,AL,jacuipe,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,jacuipe,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,jacuipe,False
10/15/2025 00:00:00,Dia do Professor,City,AL,jacuipe,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,jacuipe,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,jacuipe,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,jacuipe,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,japaratinga,False
06/24/2025 00:00:00,Dia de São João,City,AL,japaratinga,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,japaratinga,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,japaratinga,False
10/15/2025 00:00:00,Dia do Professor,City,AL,japaratinga,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,japaratinga,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,japaratinga,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,japaratinga,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,jaramataia,False
06/24/2025 00:00:00,Dia de São João,City,AL,jaramataia,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,jaramataia,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,jaramataia,False
10/15/2025 00:00:00,Dia do Professor,City,AL,jaramataia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,jaramataia,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,jaramataia,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,jaramataia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,jequia da praia,False
06/24/2025 00:00:00,Dia de São João,City,AL,jequia da praia,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,jequia da praia,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,jequia da praia,False
10/15/2025 00:00:00,Dia do Professor,City,AL,jequia da praia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,jequia da praia,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,jequia da praia,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,jequia da praia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,joaquim gomes,False
06/24/2025 00:00:00,Dia de São João,City,AL,joaquim gomes,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,joaquim gomes,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,joaquim gomes,False
10/15/2025 00:00:00,Dia do Professor,City,AL,joaquim gomes,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,joaquim gomes,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,joaquim gomes,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,joaquim gomes,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,jundia,False
06/24/2025 00:00:00,Dia de São João,City,AL,jundia,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,jundia,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,jundia,False
10/15/2025 00:00:00,Dia do Professor,City,AL,jundia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,jundia,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,jundia,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,jundia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,junqueiro,False
06/24/2025 00:00:00,Dia de São João,City,AL,junqueiro,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,junqueiro,False
07/09/2025 00:00:00,Feriado Municipal,City,AL,junqueiro,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,junqueiro,False
10/15/2025 00:00:00,Dia do Professor,City,AL,junqueiro,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,junqueiro,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,junqueiro,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,junqueiro,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,lagoa da canoa,False
06/24/2025 00:00:00,Dia de São João,City,AL,lagoa da canoa,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,lagoa da canoa,False
07/20/2025 00:00:00,Feriado Municipal,City,AL,lagoa da canoa,False
08/14/2025 00:00:00,Feriado Municipal,City,AL,lagoa da canoa,False
08/28/2025 00:00:00,Feriado Municipal,City,AL,lagoa da canoa,False
